CustomerKey,Prefix,FirstName,LastName,BirthDate,MaritalStatus,Gender,EmailAddress,AnnualIncome,TotalChildren,EducationLevel,Occupation,HomeOwner
18518,MRS.,STEPHANIE,SCOTT,1965-12-05,S,F,stephanie58@learnsector.com,100000,4,Bachelors,Management,Y
18519,MR.,ALEX,COOK,1965-08-24,M,M,alex25@learnsector.com,100000,4,Partial College,Professional,Y
18520,MR.,RAFAEL,HUANG,1965-11-27,M,M,rafael6@learnsector.com,110000,2,Bachelors,Management,Y
18521,MRS.,MEGHAN,ROWE,1965-03-20,M,F,meghan20@learnsector.com,110000,2,Bachelors,Management,Y
18522,MR.,JEREMIAH,SMITH,1965-08-03,M,M,jeremiah24@learnsector.com,130000,1,Graduate Degree,Management,Y
18523,MR.,SAMUEL,FOSTER,1964-07-13,M,M,samuel15@learnsector.com,80000,4,Bachelors,Management,Y
18524,MR.,EDWARD,ALEXANDER,1964-03-25,M,M,edward67@learnsector.com,80000,4,Bachelors,Management,Y
18526,MR.,KEVIN,HERNANDEZ,1962-12-24,S,M,kevin56@learnsector.com,70000,1,Bachelors,Professional,N
18527,MR.,JONATHAN,BAKER,1962-08-28,M,M,jonathan45@learnsector.com,70000,1,Partial College,Skilled Manual,Y
18528,MR.,JOHN,RODRIGUEZ,1962-03-11,M,M,john54@learnsector.com,70000,1,Partial College,Skilled Manual,Y
18529,MR.,ALBERT,CASTRO,1961-02-19,S,M,albert18@learnsector.com,40000,4,High School,Skilled Manual,Y
18530,MR.,WYATT,EVANS,1942-12-20,M,M,wyatt46@learnsector.com,60000,3,Graduate Degree,Management,Y
18531,MR.,THOMAS,SIMMONS,1942-02-14,S,M,thomas17@learnsector.com,60000,3,Graduate Degree,Management,Y
18532,MR.,MARCUS,RUSSELL,1942-10-05,M,M,marcus69@learnsector.com,70000,5,Bachelors,Management,Y
18533,MR.,LUCAS,MARTINEZ,1942-08-26,M,M,lucas31@learnsector.com,70000,5,Bachelors,Management,Y
18534,MR.,HUNTER,COLLINS,1943-11-27,M,M,hunter31@learnsector.com,60000,3,Graduate Degree,Management,Y
18535,MR.,DONALD,KAPOOR,1943-07-10,S,M,donald3@learnsector.com,60000,4,Graduate Degree,Management,Y
18536,MRS.,HAILEY,COLEMAN,1943-03-22,M,F,hailey27@learnsector.com,60000,4,Graduate Degree,Management,Y
18537,MRS.,KATHRYN,CARSON,1943-04-01,S,F,kathryn13@learnsector.com,70000,5,Bachelors,Management,Y
18538,MR.,IAN,MITCHELL,1943-09-14,S,M,ian33@learnsector.com,70000,5,Bachelors,Management,Y
18539,MRS.,RILEY,RUSSELL,1943-02-18,M,F,riley17@learnsector.com,70000,5,Bachelors,Management,Y
18540,MRS.,VICTORIA,PERRY,1943-06-28,S,F,victoria55@learnsector.com,70000,5,Bachelors,Management,Y
18541,MRS.,KAYLA,JONES,1943-06-07,M,F,kayla3@learnsector.com,80000,5,Bachelors,Management,Y
18542,MR.,DUSTIN,SHE,1943-03-07,M,M,dustin0@learnsector.com,90000,5,Bachelors,Management,Y
18543,MR.,DALTON,WILSON,1944-03-24,M,M,dalton6@learnsector.com,40000,4,High School,Professional,N
18544,MRS.,RILEY,WASHINGTON,1944-01-12,M,F,riley11@learnsector.com,40000,4,High School,Professional,N
18545,MR.,IAN,CLARK,1944-11-11,M,M,ian17@learnsector.com,40000,4,High School,Professional,N
18546,MRS.,PIETER,WYCOFF,1972-06-23,M,F,pieter0@learnsector.com,60000,1,Graduate Degree,Skilled Manual,Y
18547,MR.,ETHAN,JOHNSON,1972-06-03,M,M,ethan30@learnsector.com,70000,2,Graduate Degree,Professional,Y
18548,MR.,JORDAN,POWELL,1970-07-02,M,M,jordan5@learnsector.com,50000,1,Bachelors,Skilled Manual,Y
18549,MRS.,SIERRA,COLLINS,1970-10-13,M,F,sierra2@learnsector.com,50000,1,Bachelors,Skilled Manual,Y
18550,MRS.,JULIA,GRIFFIN,1970-10-20,M,F,julia87@learnsector.com,50000,1,Bachelors,Skilled Manual,Y
18551,MRS.,CHLOE,HALL,1970-05-04,M,F,chloe21@learnsector.com,50000,1,Bachelors,Skilled Manual,Y
18552,MRS.,KELSEY,GOEL,1970-04-10,M,F,kelsey18@learnsector.com,50000,1,Bachelors,Skilled Manual,Y
18553,MR.,ALEX,ROBERTS,1970-07-07,M,M,alex32@learnsector.com,50000,1,Bachelors,Skilled Manual,Y
18554,MRS.,ISABELLE,ROSS,1970-11-18,M,F,isabelle4@learnsector.com,60000,1,Graduate Degree,Professional,Y
18555,MRS.,MUNIRAJU,PULIPALYAM,1970-10-17,M,F,muniraju0@learnsector.com,60000,1,Graduate Degree,Professional,Y
18556,MR.,RUBEN,PEREZ,1969-03-10,M,M,ruben22@learnsector.com,50000,2,Bachelors,Skilled Manual,Y
18557,MRS.,BAILEY,LOPEZ,1971-03-20,M,F,bailey41@learnsector.com,60000,1,Graduate Degree,Professional,Y
18558,MRS.,ALEXANDRA,PRICE,1971-09-22,M,F,alexandra23@learnsector.com,60000,1,Graduate Degree,Professional,Y
18559,MR.,LUCAS,ADAMS,1971-12-17,M,M,lucas47@learnsector.com,60000,1,Graduate Degree,Professional,Y
18560,MRS.,ANNA,MILLER,1971-02-11,M,F,anna67@learnsector.com,70000,2,Graduate Degree,Professional,Y
18561,MRS.,CAROL,TORRES,1971-07-19,S,F,carol10@learnsector.com,70000,2,Graduate Degree,Professional,Y
18562,MRS.,MARY,WRIGHT,1969-06-16,M,F,mary33@learnsector.com,60000,1,Graduate Degree,Professional,Y
18563,MR.,EVAN,SANCHEZ,1969-08-06,M,M,evan19@learnsector.com,60000,1,Graduate Degree,Professional,Y
18564,MR.,JOHN,MOORE,1967-07-05,S,M,john45@learnsector.com,40000,0,Bachelors,Professional,N
18565,MR.,DALTON,BRYANT,1970-03-15,M,M,dalton64@learnsector.com,60000,2,Graduate Degree,Professional,Y
18566,MR.,BRYCE,PETERSON,1970-09-17,M,M,bryce5@learnsector.com,70000,4,Graduate Degree,Professional,Y
18567,MRS.,MADISON,BARNES,1967-04-01,S,F,madison38@learnsector.com,50000,2,Bachelors,Skilled Manual,Y
18568,MRS.,MYA,BENNETT,1967-06-20,S,F,mya3@learnsector.com,50000,2,Bachelors,Skilled Manual,Y
18569,MS.,EMMA,BRYANT,1966-05-04,M,F,emma64@learnsector.com,60000,0,Graduate Degree,Professional,Y
18570,MR.,MASON,PETERSON,1966-04-22,S,M,mason6@learnsector.com,60000,0,Graduate Degree,Professional,Y
18571,MR.,CAMERON,KUMAR,1966-06-11,S,M,cameron24@learnsector.com,60000,0,Graduate Degree,Professional,Y
18572,MS.,DANIELLE,WATSON,1966-11-16,M,F,danielle3@learnsector.com,60000,0,Graduate Degree,Professional,Y
18573,MS.,ANDREA,PHILLIPS,1966-06-17,M,F,andrea31@learnsector.com,60000,0,Graduate Degree,Professional,Y
18574,MS.,KAITLYN,TAYLOR,1966-10-20,M,F,kaitlyn31@learnsector.com,60000,0,Graduate Degree,Professional,Y
18575,MS.,ERIN,STEWART,1966-10-14,M,F,erin26@learnsector.com,60000,0,Graduate Degree,Professional,Y
18576,MS.,EMILY,COLEMAN,1966-07-16,M,F,emily30@learnsector.com,60000,0,Graduate Degree,Professional,Y
18577,MS.,ISABELLE,WINSTON,1966-06-22,M,F,isabelle12@learnsector.com,60000,0,Graduate Degree,Professional,Y
18578,MR.,PATRICK,ROGERS,1966-06-13,S,M,patrick24@learnsector.com,70000,0,Graduate Degree,Professional,Y
18579,MR.,WILLIAM,BROWN,1966-03-15,M,M,william20@learnsector.com,70000,4,Graduate Degree,Professional,Y
18580,MRS.,EMMA,ANDERSON,1969-10-10,M,F,emma9@learnsector.com,60000,2,Graduate Degree,Professional,Y
18581,MRS.,MELINDA,DOMINGUEZ,1969-08-06,S,F,melinda8@learnsector.com,70000,5,Graduate Degree,Professional,Y
18582,MR.,BRYAN,MORGAN,1969-01-25,M,M,bryan13@learnsector.com,70000,5,Graduate Degree,Professional,Y
18583,MR.,LUIS,KUMAR,1969-07-17,S,M,luis28@learnsector.com,70000,5,Graduate Degree,Professional,Y
18584,MRS.,HALEY,EVANS,1969-01-20,M,F,haley42@learnsector.com,70000,5,Graduate Degree,Professional,N
18585,MRS.,KATHERINE,BLUE,1969-08-27,M,F,katherine9@learnsector.com,70000,5,Graduate Degree,Professional,Y
18586,MR.,BENJAMIN,PATTERSON,1969-08-22,S,M,benjamin11@learnsector.com,80000,2,Graduate Degree,Professional,Y
18587,MS.,MONICA,ARUN,1965-04-08,S,F,monica7@learnsector.com,40000,0,Bachelors,Professional,N
18588,MS.,ISABELLA,ROGERS,1965-11-18,S,F,isabella84@learnsector.com,40000,0,Bachelors,Professional,N
18589,MS.,ANNA,STEWART,1965-05-07,S,F,anna2@learnsector.com,40000,0,Bachelors,Professional,N
18590,MRS.,VALERIE,SUN,1965-09-23,S,F,valerie15@learnsector.com,80000,3,Bachelors,Skilled Manual,Y
18591,MR.,EDUARDO,NELSON,1965-12-05,M,M,eduardo33@learnsector.com,80000,3,Bachelors,Skilled Manual,Y
18592,MRS.,MACKENZIE,EVANS,1965-09-09,S,F,mackenzie22@learnsector.com,80000,3,Bachelors,Skilled Manual,Y
18593,MRS.,SYDNEY,MARTINEZ,1965-03-07,S,F,sydney79@learnsector.com,80000,3,Bachelors,Skilled Manual,N
18594,MRS.,KRISTI,GARCIA,1965-10-21,S,F,kristi32@learnsector.com,80000,3,Bachelors,Skilled Manual,Y
18595,MR.,MARCUS,HERNANDEZ,1965-06-02,S,M,marcus28@learnsector.com,80000,3,Bachelors,Skilled Manual,Y
18596,MS.,GABRIELLA,COOPER,1965-06-13,S,F,gabriella16@learnsector.com,60000,0,Graduate Degree,Professional,N
18597,MS.,ISABEL,PERRY,1965-06-27,M,F,isabel8@learnsector.com,60000,0,Graduate Degree,Professional,N
18598,MR.,NORIMICHI,YONEKURA,1964-03-19,S,M,norimichi0@learnsector.com,40000,0,Bachelors,Professional,N
18599,MR.,KYLE,SIMMONS,1964-08-04,S,M,kyle10@learnsector.com,40000,0,Bachelors,Professional,N
18600,MRS.,ASHLEY,GONZALES,1964-11-13,M,F,ashley44@learnsector.com,60000,4,Bachelors,Skilled Manual,Y
18601,MRS.,CYNTHIA,GARCIA,1964-04-26,S,F,cynthia20@learnsector.com,60000,5,Bachelors,Skilled Manual,Y
18602,MR.,PATRICK,RAMIREZ,1964-11-18,M,M,patrick13@learnsector.com,60000,5,Bachelors,Skilled Manual,Y
18603,MRS.,GABRIELLE,HENDERSON,1964-12-03,S,F,gabrielle27@learnsector.com,60000,5,Bachelors,Skilled Manual,N
18604,MRS.,PAIGE,ALEXANDER,1964-05-22,M,F,paige18@learnsector.com,60000,5,Bachelors,Skilled Manual,Y
18605,MR.,DAVID,WRIGHT,1964-11-16,S,M,david35@learnsector.com,60000,4,Bachelors,Skilled Manual,Y
18606,MR.,WYATT,GREEN,1964-10-25,S,M,wyatt34@learnsector.com,60000,4,Bachelors,Skilled Manual,Y
18607,MRS.,KATHERINE,TAYLOR,1964-06-13,S,F,katherine79@learnsector.com,60000,4,Bachelors,Skilled Manual,Y
18608,MR.,IAN,PHILLIPS,1964-04-17,M,M,ian36@learnsector.com,60000,4,Bachelors,Skilled Manual,Y
18609,MRS.,ALYSSA,COOK,1964-06-14,M,F,alyssa29@learnsector.com,60000,4,Bachelors,Skilled Manual,Y
18610,MRS.,BAILEY,RIVERA,1963-11-01,S,F,bailey14@learnsector.com,70000,4,Bachelors,Professional,N
18611,MRS.,TAYLOR,FOSTER,1963-08-28,M,F,taylor40@learnsector.com,70000,4,Bachelors,Professional,Y
18612,MS.,ALYSSA,FLORES,1968-11-19,S,F,alyssa58@learnsector.com,70000,0,Bachelors,Professional,N
18613,MR.,CODY,MURPHY,1968-11-14,S,M,cody15@learnsector.com,70000,0,Bachelors,Professional,N
18614,MR.,SETH,WRIGHT,1968-05-15,S,M,seth28@learnsector.com,70000,0,Bachelors,Professional,N
18615,MR.,CHARLES,PETERSON,1963-03-13,S,M,charles53@learnsector.com,70000,4,Bachelors,Professional,N
18616,MR.,SPENCER,BUTLER,1963-05-02,S,M,spencer16@learnsector.com,60000,3,Graduate Degree,Professional,Y
18617,MR.,CARLOS,LOPEZ,1963-03-08,S,M,carlos41@learnsector.com,60000,3,Graduate Degree,Professional,N
18618,MR.,MITCHELL,RAI,1972-11-20,S,M,mitchell15@learnsector.com,10000,0,Partial High School,Manual,N
18619,MR.,DOMINIC,MEHTA,1973-04-03,M,M,dominic14@learnsector.com,40000,1,Bachelors,Skilled Manual,Y
18620,MR.,RANDALL,NAVARRO,1973-07-18,S,M,randall11@learnsector.com,40000,0,Graduate Degree,Skilled Manual,N
18621,MS.,CASSANDRA,PRASAD,1973-10-18,S,F,cassandra10@learnsector.com,40000,0,Graduate Degree,Skilled Manual,N
18622,MR.,BYRON,RUBIO,1972-11-17,S,M,byron15@learnsector.com,20000,0,Partial High School,Manual,N
18623,MS.,ANNE,TORRES,1972-06-09,M,F,anne13@learnsector.com,20000,0,Partial High School,Manual,N
18624,MR.,JAY,PEREZ,1972-04-11,S,M,jay28@learnsector.com,30000,0,High School,Manual,Y
18625,MR.,DERRICK,MORENO,1972-06-13,S,M,derrick6@learnsector.com,30000,0,High School,Manual,N
18626,MR.,TONY,PAL,1972-08-09,S,M,tony15@learnsector.com,40000,2,Partial College,Clerical,Y
18627,MRS.,KRISTINE,GOMEZ,1972-09-09,S,F,kristine2@learnsector.com,40000,2,Partial College,Clerical,Y
18628,MS.,SUZANNE,YANG,1971-09-15,S,F,suzanne6@learnsector.com,10000,0,Partial High School,Manual,N
18629,MR.,MARTIN,SRINI,1971-02-22,S,M,martin13@learnsector.com,20000,0,Partial High School,Manual,Y
18630,MS.,PRISCILLA,SHE,1971-02-20,S,F,priscilla0@learnsector.com,20000,0,Partial High School,Manual,Y
18631,MS.,CARLY,SHAN,1971-05-01,S,F,carly10@learnsector.com,20000,0,Partial High School,Manual,N
18632,MR.,RUSSELL,TANG,1971-09-10,S,M,russell8@learnsector.com,20000,0,Partial High School,Manual,N
18633,MR.,ADAM,JENKINS,1971-09-24,M,M,adam4@learnsector.com,30000,0,High School,Manual,N
18634,MS.,VERONICA,ARUN,1971-12-14,S,F,veronica7@learnsector.com,30000,0,High School,Manual,N
18635,MRS.,TONI,MARTINEZ,1971-08-21,S,F,toni18@learnsector.com,40000,2,Partial College,Clerical,Y
18637,MR.,THOMAS,SHARMA,1975-07-12,S,M,thomas33@learnsector.com,40000,3,Partial College,Clerical,Y
18638,MRS.,ALYSSA,THOMPSON,1974-09-06,S,F,alyssa15@learnsector.com,40000,3,Partial College,Clerical,Y
18639,MRS.,MARIA,SCOTT,1974-08-09,S,F,maria56@learnsector.com,40000,3,Partial College,Clerical,Y
18640,MR.,ISAAC,JAMES,1974-06-21,M,M,isaac7@learnsector.com,30000,0,Graduate Degree,Skilled Manual,Y
18641,MR.,CAMERON,GARCIA,1975-12-11,S,M,cameron34@learnsector.com,40000,3,Partial College,Clerical,Y
18642,MRS.,BRIANNA,THOMPSON,1975-03-20,S,F,brianna14@learnsector.com,40000,4,Partial College,Clerical,Y
18643,MR.,JOSHUA,THOMAS,1931-06-25,M,M,joshua12@learnsector.com,110000,4,Graduate Degree,Professional,Y
18644,MS.,CARRIE,RUIZ,1966-02-15,S,F,carrie1@learnsector.com,60000,0,Graduate Degree,Skilled Manual,N
18645,MR.,JORDAN,BRYANT,1966-03-21,M,M,jordan15@learnsector.com,60000,0,Graduate Degree,Skilled Manual,Y
18646,MR.,BLAKE,ADAMS,1966-12-03,M,M,blake33@learnsector.com,60000,0,Graduate Degree,Skilled Manual,Y
18647,MRS.,CHRISTY,HUANG,1953-06-19,S,F,christy5@learnsector.com,20000,2,High School,Manual,Y
18648,MRS.,HAILEY,TORRES,1954-06-15,M,F,hailey13@learnsector.com,30000,1,High School,Clerical,Y
18649,MR.,JACKSON,PATTERSON,1955-08-14,S,M,jackson13@learnsector.com,30000,1,High School,Clerical,Y
18650,MR.,KYLE,FLORES,1955-03-02,S,M,kyle7@learnsector.com,30000,1,High School,Clerical,Y
18651,MR.,ISAIAH,MITCHELL,1955-06-05,M,M,isaiah35@learnsector.com,30000,1,High School,Clerical,N
18652,MRS.,MEREDITH,DIAZ,1955-04-09,M,F,meredith25@learnsector.com,30000,2,High School,Clerical,N
18653,MR.,EMMANUEL,MADAN,1955-09-04,M,M,emmanuel7@learnsector.com,30000,2,High School,Clerical,N
18654,MR.,THOMAS,LOPEZ,1955-06-18,M,M,thomas57@learnsector.com,40000,1,Partial College,Clerical,Y
18655,MR.,ERIC,DIAZ,1955-09-10,M,M,eric29@learnsector.com,40000,1,Partial College,Clerical,Y
18656,MR.,CHARLES,CLARK,1956-04-24,S,M,charles23@learnsector.com,30000,2,High School,Skilled Manual,Y
18657,MR.,ALEX,MORGAN,1956-11-23,M,M,alex17@learnsector.com,30000,2,High School,Skilled Manual,N
18658,MR.,DALTON,TURNER,1956-05-08,M,M,dalton39@learnsector.com,30000,2,High School,Skilled Manual,Y
18659,MRS.,JASMINE,THOMPSON,1956-03-06,M,F,jasmine13@learnsector.com,40000,1,Partial College,Clerical,Y
18660,MRS.,CRISTINA,ANAND,1956-10-23,M,F,cristina19@learnsector.com,40000,1,Partial College,Clerical,Y
18661,MR.,DANIEL,WALKER,1957-01-12,M,M,daniel14@learnsector.com,30000,2,High School,Skilled Manual,N
18662,MR.,KYLE,SHARMA,1957-11-17,M,M,kyle26@learnsector.com,30000,2,High School,Skilled Manual,Y
18663,MR.,JASON,FLORES,1957-03-24,M,M,jason9@learnsector.com,30000,2,High School,Skilled Manual,N
18664,MR.,ROBERT,LONG,1957-02-18,M,M,robert23@learnsector.com,30000,2,High School,Skilled Manual,Y
18665,MRS.,OLIVIA,BROOKS,1957-04-24,M,F,olivia45@learnsector.com,30000,2,High School,Skilled Manual,N
18666,MRS.,JORDYN,HENDERSON,1957-12-11,S,F,jordyn4@learnsector.com,30000,2,High School,Skilled Manual,Y
18667,MRS.,KELLI,MA,1957-12-05,S,F,kelli17@learnsector.com,30000,2,High School,Skilled Manual,Y
18668,MR.,BRIAN,SANDERS,1957-05-17,M,M,brian15@learnsector.com,30000,2,High School,Skilled Manual,N
18669,MR.,ADAM,GRIFFIN,1958-12-12,M,M,adam17@learnsector.com,40000,2,Partial College,Clerical,Y
18670,MRS.,MELANIE,BRYANT,1958-04-07,M,F,melanie5@learnsector.com,40000,2,Partial College,Clerical,Y
18671,MRS.,MELANIE,KELLY,1958-10-13,M,F,melanie13@learnsector.com,80000,5,Graduate Degree,Skilled Manual,Y
18672,MR.,ANTHONY,LEWIS,1958-07-10,M,M,anthony7@learnsector.com,80000,5,Graduate Degree,Skilled Manual,Y
18673,MR.,JAMES,GREEN,1958-08-25,M,M,james63@learnsector.com,80000,4,Graduate Degree,Skilled Manual,N
18674,MRS.,ISABELLE,BENNETT,1958-03-20,S,F,isabelle1@learnsector.com,80000,4,Graduate Degree,Skilled Manual,N
18675,MRS.,ABIGAIL,MARTIN,1959-07-05,M,F,abigail55@learnsector.com,60000,4,Graduate Degree,Skilled Manual,Y
18676,MR.,JESSE,YOUNG,1959-07-03,M,M,jesse41@learnsector.com,60000,4,Graduate Degree,Skilled Manual,Y
18677,MR.,LOGAN,SHAN,1959-08-05,M,M,logan4@learnsector.com,60000,4,Graduate Degree,Skilled Manual,Y
18678,MR.,SEAN,WATSON,1959-09-11,S,M,sean7@learnsector.com,60000,4,Graduate Degree,Skilled Manual,Y
18679,MR.,SETH,WOOD,1972-07-26,S,M,seth50@learnsector.com,50000,0,Graduate Degree,Skilled Manual,Y
18680,MR.,DAVID,SHAN,1973-03-11,M,M,david62@learnsector.com,40000,1,Graduate Degree,Skilled Manual,Y
18681,MRS.,JACQUELINE,GRIFFIN,1973-10-21,M,F,jacqueline21@learnsector.com,40000,1,Graduate Degree,Skilled Manual,Y
18682,MRS.,EMILY,BENNETT,1973-08-07,M,F,emily26@learnsector.com,40000,1,Graduate Degree,Skilled Manual,Y
18683,MR.,ROBERT,WALKER,1973-08-23,M,M,robert83@learnsector.com,40000,1,Graduate Degree,Skilled Manual,Y
18684,MRS.,MAKAYLA,WATSON,1973-04-09,M,F,makayla0@learnsector.com,60000,1,Graduate Degree,Skilled Manual,Y
18685,MR.,SEAN,ROGERS,1971-05-28,M,M,sean27@learnsector.com,60000,1,Graduate Degree,Skilled Manual,N
18686,MR.,LOGAN,COLEMAN,1971-10-13,S,M,logan8@learnsector.com,60000,1,Graduate Degree,Skilled Manual,Y
18687,MRS.,OLIVIA,SMITH,1971-01-20,M,F,olivia0@learnsector.com,60000,1,Graduate Degree,Skilled Manual,Y
18688,MR.,ANTONIO,BARNES,1958-10-01,M,M,antonio3@learnsector.com,70000,5,Graduate Degree,Professional,Y
18689,MR.,MIGUEL,MILLER,1958-01-07,M,M,miguel5@learnsector.com,80000,5,Graduate Degree,Professional,Y
18690,MR.,CARLOS,RIVERA,1929-08-04,M,M,carlos19@learnsector.com,40000,2,Bachelors,Professional,Y
18691,MRS.,CLAUDIA,ZHENG,1969-03-24,M,F,claudia17@learnsector.com,90000,1,Graduate Degree,Management,Y
18692,MR.,PRESTON,MEHTA,1969-10-02,M,M,preston13@learnsector.com,90000,1,Graduate Degree,Management,Y
18693,MRS.,ANN,SUBRAM,1969-06-19,S,F,ann18@learnsector.com,90000,1,Graduate Degree,Management,Y
18694,MR.,DERRICK,GOMEZ,1969-07-21,M,M,derrick1@learnsector.com,90000,1,Graduate Degree,Management,Y
18695,MR.,AARON,DIAZ,1969-04-11,M,M,aaron21@learnsector.com,90000,2,Bachelors,Professional,Y
18696,MRS.,MINDY,BLACK,1969-09-24,M,F,mindy25@learnsector.com,100000,1,Graduate Degree,Management,Y
18697,MRS.,TARA,LAL,1968-04-06,S,F,tara8@learnsector.com,60000,2,Bachelors,Professional,N
18698,MRS.,JACLYN,CHANDE,1968-06-07,S,F,jaclyn38@learnsector.com,60000,2,Bachelors,Professional,Y
18699,MR.,BLAKE,GRIFFIN,1968-10-17,M,M,blake68@learnsector.com,60000,2,Bachelors,Professional,Y
18700,MR.,ERNEST,ZHAO,1968-06-10,S,M,ernest10@learnsector.com,60000,2,Bachelors,Professional,N
18701,MR.,KENNETH,LAL,1968-02-08,S,M,kenneth8@learnsector.com,60000,2,Bachelors,Professional,Y
18702,MRS.,ADRIANA,SMITH,1968-08-04,S,F,adriana9@learnsector.com,60000,2,Bachelors,Professional,Y
18703,MR.,VINCENT,HUANG,1967-10-09,S,M,vincent6@learnsector.com,60000,2,Bachelors,Professional,N
18704,MRS.,LACEY,GOEL,1967-02-21,M,F,lacey8@learnsector.com,70000,5,Bachelors,Professional,Y
18705,MR.,KARL,GOEL,1967-08-28,M,M,karl20@learnsector.com,70000,5,Bachelors,Professional,Y
18706,MR.,DARRYL,ZHENG,1969-05-19,S,M,darryl19@learnsector.com,110000,1,Graduate Degree,Management,Y
18707,MR.,MARSHALL,SHE,1969-04-28,M,M,marshall21@learnsector.com,110000,1,Graduate Degree,Management,Y
18709,MR.,DARREN,HERNANDEZ,1969-06-06,M,M,darren25@learnsector.com,130000,1,Graduate Degree,Management,Y
18710,MR.,RICARDO,XIE,1969-08-21,M,M,ricardo3@learnsector.com,130000,1,Graduate Degree,Management,Y
18711,MRS.,EMMA,DIAZ,1967-05-14,S,F,emma67@learnsector.com,70000,5,Bachelors,Professional,Y
18712,MR.,GLENN,GUO,1966-10-08,M,M,glenn19@learnsector.com,80000,5,Graduate Degree,Management,N
18713,MRS.,ROSA,YANG,1966-11-15,M,F,rosa5@learnsector.com,80000,5,Graduate Degree,Management,N
18714,MR.,FRANCISCO,LOPEZ,1966-08-15,M,M,francisco18@learnsector.com,80000,5,Graduate Degree,Management,Y
18715,MR.,RAFAEL,RAI,1965-09-25,M,M,rafael41@learnsector.com,60000,3,Bachelors,Professional,Y
18716,MR.,SETH,CAMPBELL,1968-01-08,M,M,seth43@learnsector.com,70000,0,Bachelors,Professional,N
18717,MS.,CASSANDRA,SURI,1965-01-21,M,F,cassandra0@learnsector.com,70000,0,Bachelors,Professional,N
18718,MS.,SUSAN,LIU,1965-10-06,S,F,susan13@learnsector.com,70000,0,Bachelors,Professional,N
18719,MR.,ALBERTO,SUAREZ,1964-10-20,M,M,alberto18@learnsector.com,60000,4,Bachelors,Professional,Y
18720,MRS.,TAYLOR,MILLER,1963-12-28,M,F,taylor53@learnsector.com,60000,5,Bachelors,Professional,Y
18721,MR.,ANDY,GOMEZ,1963-05-06,S,M,andy6@learnsector.com,60000,3,Bachelors,Professional,N
18722,MR.,JONATHON,NAVARRO,1963-07-19,S,M,jonathon7@learnsector.com,60000,3,Bachelors,Professional,Y
18723,MRS.,LACEY,MA,1963-05-19,S,F,lacey28@learnsector.com,60000,3,Bachelors,Professional,N
18724,MRS.,DENISE,FERNANDEZ,1967-06-11,M,F,denise16@learnsector.com,80000,5,Bachelors,Professional,Y
18725,MRS.,DENISE,KAPOOR,1967-09-10,S,F,denise4@learnsector.com,90000,3,Bachelors,Professional,Y
18726,MRS.,KATRINA,ANAND,1962-02-03,S,F,katrina21@learnsector.com,60000,1,Bachelors,Professional,Y
18727,MRS.,HAILEY,HERNANDEZ,1961-10-10,S,F,hailey58@learnsector.com,60000,1,Partial College,Skilled Manual,Y
18728,MR.,ROGER,LUO,1966-04-20,M,M,roger33@learnsector.com,100000,0,Bachelors,Professional,N
18729,MR.,EVAN,PARKER,1960-06-04,S,M,evan23@learnsector.com,60000,1,Partial College,Skilled Manual,Y
18731,MR.,BRETT,MALHOTRA,1959-02-07,S,M,brett4@learnsector.com,90000,1,Bachelors,Professional,Y
18732,MR.,ZACHARY,JAI,1932-05-19,M,M,zachary1@learnsector.com,30000,2,Partial College,Clerical,N
18733,MR.,RAFAEL,GAO,1965-10-23,S,M,rafael16@learnsector.com,70000,0,Bachelors,Professional,N
18734,MS.,BARBARA,ASHE,1964-05-14,S,F,barbara50@learnsector.com,70000,0,Bachelors,Professional,N
18735,MS.,LATASHA,MORENO,1964-10-20,S,F,latasha6@learnsector.com,70000,0,Bachelors,Professional,Y
18736,MRS.,ASHLEY,PATTERSON,1959-06-13,S,F,ashley37@learnsector.com,90000,1,Bachelors,Professional,Y
18737,,RICKY,GOMEZ,1959-07-21,S,,ricky1@learnsector.com,100000,5,Bachelors,Professional,Y
18738,MS.,TAMARA,LUO,1963-12-04,S,F,tamara17@learnsector.com,70000,0,Bachelors,Professional,N
18739,MRS.,CHRISTY,PAL,1961-06-27,M,F,christy29@learnsector.com,60000,1,Partial College,Skilled Manual,Y
18740,MR.,ADAM,HILL,1958-04-09,M,M,adam43@learnsector.com,80000,5,Bachelors,Professional,N
18741,MR.,EDGAR,MARTINEZ,1936-01-23,M,M,edgar18@learnsector.com,30000,2,Partial College,Clerical,N
18742,MR.,DON,GUO,1960-06-18,M,M,don6@learnsector.com,70000,5,Partial College,Skilled Manual,Y
18743,MR.,GLENN,XU,1960-11-10,M,M,glenn13@learnsector.com,70000,5,Partial College,Skilled Manual,N
18744,MRS.,APRIL,RAJE,1960-07-27,M,F,april12@learnsector.com,70000,5,Partial College,Skilled Manual,Y
18745,MRS.,BROOKE,JAMES,1957-10-18,M,F,brooke8@learnsector.com,70000,1,Partial College,Skilled Manual,Y
18746,MR.,REGINALD,ALVAREZ,1957-11-15,S,M,reginald12@learnsector.com,70000,1,Partial College,Skilled Manual,N
18747,MRS.,JACQUELYN,DIAZ,1956-09-05,S,F,jacquelyn3@learnsector.com,70000,2,Partial College,Skilled Manual,N
18748,MRS.,GABRIELLE,STEWART,1949-12-21,M,F,gabrielle0@learnsector.com,10000,2,High School,Skilled Manual,Y
